 Procedimentos hospitalares do SUS - por local de internação - São Paulo
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"355010 São Manuel";12557,54;112975,18;126792,02;86929,25;113928,92;110899,85;102250,19;96070,53;106931,20;100318,31;98109,68;93406,59;100636,61;103456,49;103598,31;110655,14;109653,66;109704,09;109944,00;109253,83;109488,59;109549,91;106431,24;99228,01;84010,18;95494,31;102541,16;91398,42;113902,13;99759,25;77992,55;97361,58;90377,64;72227,87;79215,63;52327,40;58936,37;53813,50;45656,11;50557,12;67960,21;45546,49;75118,64;46416,41;53983,69;58350,03;49406,48;49905,65;42139,30;59703,85;51939,25;55027,11;54663,35;42958,72;56417,83;51315,12;44083,14;43859,55;46674,62;26517,89;48146,51;40924,34;40316,44;35034,66;33718,80;41096,36;44843,77;38599,02;33581,51;27141,33;44582,89;46373,23;40960,55;43553,74;39964,28;54288,24;43995,02;50427,96;40805,67;40159,56;48071,66;41368,43;37943,70;25209,89;32540,41;39662,41;39587,71;48292,78;44526,61;39788,67;39303,63;46523,23;35198,66;44430,81;38564,74;45114,15;26931,04;36758,95;39897,88;48091,86;37138,33;50159,58;51538,38;37947,61;39164,06;35618,41;26167,72;35759,76;54097,37;32012,07;42243,15;40574,52;56819,77;46529,47;47471,02;37988,87;31364,22;35040,47;25133,09;29568,22;40834,42;33463,59;37941,36;47400,22;38187,97;42764,64;46393,63;43369,39;46635,08;41995,65;32508,42;44989,84;32138,50;34088,55;37158,13;38248,07;47009,13;44788,74;46717,90;37148,51;45408,92;34480,64;36080,48;27888,84;28489,06;40759,16;42508,99;27891,03;45307,76;64273,69;57097,56;65690,61;64578,30;79700,86;47728,90;63925,62;86334,57;262639,77;372676,88;9456228,26
"355020 São Miguel Arcanjo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8064,30;4755,15;15852,83;21068,51;21651,44;21137,56;17112,10;14579,04;-;22387,52;14882,11;24485,72;24686,60;23370,10;18923,37;26632,31;22089,91;27244,54;23292,19;15059,12;16421,64;26860,67;25248,85;24692,46;30720,44;35419,62;33101,00;27181,83;31246,15;29683,33;31723,78;38740,86;-;51566,89;26789,86;30706,01;9880,23;42934,35;45425,23;45025,89;39975,26;33430,32;33443,09;41163,59;31087,52;25969,33;20039,14;38044,32;67082,37;50662,71;53752,83;59435,47;42604,77;51171,11;49757,02;72792,66;96754,90;67249,86;43099,20;66602,87;53265,52;51076,83;38597,47;93830,39;57909,58;65955,47;47232,16;49377,99;44139,48;46174,67;50948,00;39962,78;11138,19;23286,75;28320,93;37018,48;21064,42;20008,38;41056,19;36169,04;47849,71;48200,42;65204,19;104304,54;3076853,43
"355030 São Paulo";19226545,03;49920579,61;50249862,84;55421869,46;66939757,62;65131786,34;70058687,21;63793669,36;66236355,81;59837924,39;57398976,31;66022705,05;59771454,63;62821045,33;74744775,65;70727172,87;73238324,99;77597140,57;75956641,11;87289181,44;77245802,34;77403096,00;76663801,72;73473072,66;73928667,49;69890642,19;80607368,69;82619994,91;80938537,54;83615918,01;80436632,49;85034428,98;86953202,15;76226389,57;88988460,50;87483111,44;80226028,27;87342971,00;88086058,97;86610687,73;87469606,02;83332533,20;90411749,39;90378937,39;91419043,32;87634100,34;91201673,27;89358647,29;87762618,10;85033725,77;89292714,39;86920130,65;89338957,05;85895967,52;90641823,65;97626269,38;88777504,87;91439622,41;92106598,57;80158902,53;91725018,82;85284603,88;90998497,76;100415296,07;100283303,50;93811963,12;97597006,81;103537514,17;100768685,47;104823120,85;93937518,42;86771706,93;97800274,68;91367246,18;93850866,22;97914311,87;101458107,82;98527769,42;108294644,95;108267294,22;101672447,33;102395638,18;98566661,49;93583703,09;95019020,07;91196007,52;99422532,22;94850645,12;98024627,35;97507705,12;101548315,67;99108630,39;97688808,66;94416007,70;90071855,28;89344077,71;88371620,59;89721313,57;97198375,27;95467090,22;91911726,63;96035081,91;100948652,12;100939248,04;98248394,10;95372158,03;94835139,47;91330832,00;88786016,79;83310392,18;96018645,32;87367297,00;101675011,97;82771640,97;105015874,13;101631532,95;95733832,35;97818727,18;95407881,80;92849393,50;88367939,50;89348555,88;94183303,84;96117189,42;94762570,26;92789194,74;89803864,99;94618023,32;89121692,07;92830542,51;91093626,13;88150961,24;95090152,52;90594350,11;94949711,68;94476902,08;95692140,19;93956009,23;97026529,34;102563012,95;96516660,48;100929725,01;93639098,99;92246628,05;99345977,67;89062040,86;97354684,18;76207047,27;84923956,85;104936419,27;126596080,07;110744316,10;112758709,06;104488058,36;104437022,00;96768688,04;106141367,19;104877279,27;122734002,82;14223221799,07
"355040 São Pedro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37012,79;-;-;41451,05;8305,61;-;8831,58;13102,46;11023,25;-;8921,65;7812,53;47944,62;35778,90;31615,15;-;-;-;-;-;-;14106,04;7218,57;8500,76;19751,82;4661,06;18700,98;11993,54;21143,89;17195,37;26394,14;7972,20;16065,08;16752,73;53537,65;33043,28;45155,26;53315,49;56976,37;45190,64;47852,87;39715,26;58206,37;49541,05;60828,54;50626,22;52447,07;63452,26;79160,32;69935,34;56579,45;80356,40;55683,30;52342,70;34969,72;35634,46;30245,61;45315,95;40248,06;56509,10;44729,84;53876,57;45982,26;49434,97;38470,94;45261,46;58176,99;41683,75;51643,20;47546,26;48094,70;57540,43;56274,07;46240,91;55349,50;71746,43;65569,76;79588,55;62333,39;49893,00;57584,86;51738,04;54253,56;42919,82;64543,43;91487,01;76955,84;184176,44;191748,88;197644,22;208224,08;215824,09;216348,69;86950,96;127196,50;147642,64;196155,87;178343,77;218497,63;185700,53;221941,35;208653,66;195826,99;282690,11;422061,22;281584,16;204003,67;341591,60;115984,88;295449,64;284017,58;354403,99;171105,68;126598,70;128303,56;68789,77;67846,74;78373,40;122815,30;80772,18;49245,82;52033,20;56772,42;42014,34;204557,02;171315,73;79406,66;50622,38;61935,42;48375,08;122852,48;478927,57;11123370,65
"355060 São Roque";104400,51;129148,43;138875,01;119997,91;135593,28;131235,57;118163,81;109713,43;103801,46;107150,07;110258,17;171595,97;65405,70;91479,40;174783,66;86763,62;99658,27;109316,92;126802,98;149596,92;138274,27;158644,45;133589,54;211298,65;122140,22;111736,89;124683,35;158923,52;188209,66;148480,74;144365,56;134370,57;123231,30;141899,16;146345,74;160552,37;106841,06;105066,27;138631,73;155288,44;153698,46;136452,45;124599,77;138926,93;127354,29;131091,33;127754,64;125098,89;128868,89;116971,01;161336,09;109353,60;142233,21;119875,38;157554,92;136896,29;134937,99;127949,41;137064,90;101951,66;148065,94;129876,26;138503,99;140999,08;152187,85;110286,35;138798,71;122585,22;89876,85;123848,98;134990,72;111157,54;117483,33;115643,41;121929,28;114289,19;139667,53;137367,07;127769,92;135216,52;122578,38;135486,71;143917,95;117790,15;133735,91;135926,58;112011,01;141116,94;130440,08;57627,83;169891,88;164635,78;142259,13;156700,89;116087,61;64540,98;90446,12;117074,03;158607,17;137008,57;105619,36;114385,47;77342,43;100174,37;46604,16;70537,47;47258,34;89006,85;36000,52;149363,13;162496,69;144859,81;224933,41;145851,58;117516,24;156646,54;133130,55;148763,36;127584,69;115672,32;128313,38;119481,12;84645,78;144987,77;167183,60;144444,64;156649,41;74438,10;143046,44;208723,99;127467,64;116186,32;114017,90;108121,86;142336,96;81704,79;175888,14;147721,08;167118,05;170391,81;153801,19;177779,84;134747,82;163548,40;124543,72;95629,71;143406,73;108876,76;145970,12;167769,31;171176,58;159095,76;189241,59;347358,47;395571,07;437488,80;305106,79;236342,60;187945,27;21856728,73
"355070 São Sebastião";155788,38;236006,15;258190,43;228380,25;167843,60;238692,81;176913,65;178691,16;251799,01;333646,66;208549,03;239510,49;150804,93;286586,06;234821,40;151823,83;295664,33;251969,19;227128,31;239510,70;365251,35;235399,51;182943,61;178240,88;265900,96;327886,50;401844,63;334400,37;321495,22;157087,63;131287,24;169985,52;180914,14;176451,70;166173,16;90761,54;142736,69;136814,54;350431,87;211546,00;347069,47;352314,35;250463,31;253556,39;275731,70;247273,16;315546,97;197295,97;227560,32;185759,46;267280,92;328569,00;316516,80;333752,50;132696,34;280210,68;363228,07;332824,82;210965,25;166932,88;273752,18;300335,13;231839,40;274131,68;307004,88;272919,57;451774,24;318273,61;318605,62;238277,61;241462,36;297482,17;320152,97;245535,50;279281,34;234404,90;301446,19;206104,78;293388,58;320940,13;105157,30;273406,04;200722,14;196634,91;205914,84;231611,64;184563,12;191951,81;250528,92;264678,04;395654,34;319977,79;386027,81;418462,93;434137,01;174091,81;199829,45;283142,54;286697,19;247987,43;305147,79;219397,86;395101,90;339033,49;315404,54;383103,97;398260,21;339077,94;286246,69;227157,75;253714,43;339950,03;419216,14;357033,22;383948,29;413331,82;410522,30;349724,36;255409,78;330056,29;318332,26;289151,21;267044,87;397534,00;236251,09;424482,24;424053,49;303014,09;320060,44;308826,70;270354,91;348618,48;318670,30;262026,46;332354,42;345628,15;333954,07;277576,66;321662,73;297279,70;295835,92;300888,10;223779,44;235486,76;290309,91;283209,84;288229,72;230916,19;208255,89;270306,63;278474,89;234520,09;715665,12;375264,54;245356,73;191216,19;314631,93;243138,15;-;43746912,80
"355080 São Sebastião da Grama";20772,32;28360,56;26021,15;43912,74;39456,47;27433,87;32008,05;37787,03;29012,68;38186,86;30617,31;27722,25;21844,69;34474,69;30510,97;33330,27;34655,49;40047,21;31239,54;34145,76;33432,48;36507,39;29913,03;21799,86;24208,15;37436,12;36993,80;46740,50;29495,83;30909,60;28835,37;37468,04;38623,07;28793,36;34246,83;31786,44;21920,59;36700,63;21247,34;35323,42;18043,52;35050,64;37576,35;29383,51;23850,30;29925,01;37612,32;21051,80;28803,82;28815,42;36261,44;30896,19;32000,05;38930,53;34349,64;31020,24;29514,50;38619,84;29405,31;20480,61;-;36229,09;56325,38;30833,37;14771,02;17811,72;29307,54;43608,02;37447,58;30974,56;33962,79;33847,79;22955,60;28952,76;25061,44;22723,27;35896,62;40427,41;26894,63;33318,96;26185,14;26469,83;27842,85;30655,86;26710,31;16030,44;35417,60;40574,80;29409,51;19503,07;19071,33;20702,19;24933,90;20671,69;18573,71;9799,07;17222,20;17425,95;18444,04;20385,33;30135,46;23315,54;16633,92;19849,92;26122,77;34071,47;32206,69;7780,67;32081,99;16703,08;24509,90;26470,95;37240,52;42015,91;27029,39;29990,91;28517,68;35258,95;25990,85;28574,16;21718,11;22847,53;28453,11;27290,88;34661,72;27753,72;33533,15;29330,71;29859,16;29039,86;27990,70;31109,68;24584,81;27157,65;32877,10;32280,31;39246,63;35006,66;43464,63;29592,91;31817,17;29698,24;23005,88;21713,46;20539,37;23793,61;18079,06;15857,38;9035,86;18104,67;25993,22;22770,66;15643,17;14889,04;14301,90;11382,74;12464,22;37661,94;32203,93;4514146,45
"355090 São Simão";20241,59;23564,24;22003,81;28591,58;34154,67;30662,56;23504,24;26887,78;29746,31;30122,77;34591,89;29585,05;28425,35;29864,50;33173,18;35870,79;38750,84;38620,93;39302,09;39014,23;34855,23;31781,50;27551,49;17546,97;28632,31;29066,63;39162,05;30836,15;36355,79;33248,30;35446,24;41762,05;38463,96;38562,14;39517,65;37673,00;35478,71;48207,84;42303,93;44056,12;34537,21;32423,24;36948,17;30194,11;27281,94;22432,17;18928,75;23449,73;20691,61;26271,71;20641,21;21041,01;23368,64;24102,10;22959,64;19216,52;12231,10;22075,04;18927,48;21618,28;18364,23;9880,45;17499,78;21264,99;18497,36;14427,81;7896,55;18560,73;17698,73;17249,70;11122,45;11016,04;7584,28;8156,28;6955,48;12066,67;12925,90;15540,20;12351,81;8929,78;10444,50;12088,92;14863,67;17509,31;14972,50;14490,67;18642,02;19463,41;16256,58;18638,32;13840,01;15845,13;20380,78;23681,21;13819,47;18123,24;14211,44;18831,57;20924,29;18461,87;18409,59;16058,33;15945,01;14938,58;14492,43;11467,38;7441,92;9813,16;12084,53;20534,24;26602,58;16632,24;12360,26;23117,17;11292,37;16427,30;25760,64;12518,55;11909,37;16308,58;13259,64;10137,26;18863,65;12517,98;20625,89;22603,73;17975,93;18750,12;14247,83;13414,29;10374,77;14828,71;9602,50;16151,90;20648,27;15162,49;17132,69;11114,59;9568,49;13300,38;14688,04;12747,30;12024,71;12641,92;19012,09;22689,25;21189,39;15938,11;12593,88;19989,88;23461,78;24375,96;22368,17;23789,17;26474,13;30183,71;26831,07;19301,39;39452,95;3424152,49
"355100 São Vicente";319069,27;355934,74;370386,98;412643,44;390346,48;382742,30;347633,15;384859,46;376749,38;412043,75;367474,14;393904,00;415102,88;345184,81;399752,47;452084,37;431047,74;410703,76;412060,46;392326,83;357240,41;375759,78;368526,30;330239,40;355865,55;333630,72;399061,68;367752,12;376399,10;330080,42;347949,04;355884,98;336828,89;334400,29;297121,96;296375,96;354483,01;323318,07;375578,30;361965,93;385635,95;324550,79;334718,34;314430,89;322123,69;319382,34;275863,41;328597,60;341864,97;317960,51;289186,43;225418,23;382834,11;419189,16;341386,48;385676,59;295642,01;359773,73;302247,26;354172,71;284023,82;318371,84;330747,61;356610,92;291029,39;400042,67;336034,67;407644,55;412600,39;422924,25;547565,33;543085,93;484203,95;436107,29;393983,68;426629,85;424696,33;658070,28;599518,59;431684,86;492175,24;478510,96;444547,18;462755,49;467090,35;441325,17;481781,18;479580,45;542903,20;520602,39;512526,01;522355,12;504191,87;508317,40;365428,78;423722,21;419102,79;474088,14;550236,56;513312,88;545288,09;546206,28;509836,76;478657,67;439406,86;474946,96;471046,13;439179,73;457354,59;481232,61;502106,68;497036,68;610549,54;553919,47;575834,40;536817,32;527314,83;502579,82;506384,82;547784,69;488259,79;492212,27;552319,46;543687,37;567170,85;534891,23;512502,18;546556,69;532273,97;520384,20;541270,21;489300,10;532384,57;469012,07;643630,53;486123,88;615882,65;688891,08;583447,46;645720,84;662536,65;660220,76;589988,03;560785,60;608910,98;550856,03;522158,47;443500,64;818559,37;1062567,62;1078045,07;1272994,48;1234926,26;952397,97;891287,33;715786,62;810699,40;786778,73;915848,52;75809550,95
"355160 Serra Negra";53568,43;46757,31;55068,54;53442,78;52834,66;45038,48;46732,92;53635,10;44996,29;54388,41;40461,88;40183,30;49618,81;43223,21;62619,03;67957,58;63223,71;62188,94;63971,97;85665,99;57681,41;53332,18;54154,56;57436,81;50090,28;50425,89;62919,02;45243,69;47056,73;46685,57;30941,72;39522,70;55188,59;70247,10;60507,55;47836,57;56803,18;50243,58;58505,48;44888,16;54290,39;52029,94;47907,69;54212,64;45298,01;44025,99;39123,75;50158,36;38470,88;55158,14;41804,51;53222,48;54932,84;49017,19;44266,22;58649,51;59411,48;60895,89;49207,80;40691,58;41136,57;31112,88;38692,61;40352,80;38824,48;34188,78;39250,89;35957,81;38015,55;48524,96;29658,78;8951,80;34447,86;29630,29;47285,92;53053,65;41759,67;44584,87;38302,28;43672,33;40264,27;62189,37;27342,32;40708,27;29352,44;42236,60;36474,11;44544,91;41490,87;44383,46;45937,87;30176,16;49880,06;25330,06;44775,75;39804,52;16362,45;19383,03;22393,17;34175,80;35019,58;38993,35;36463,33;55261,56;44077,63;37670,02;35592,60;30607,98;28770,69;25346,39;26265,50;31501,29;33818,97;55894,50;28645,33;31979,73;29351,01;34121,68;44040,74;38883,94;34299,87;29031,44;28784,79;48684,80;41743,27;36376,07;42511,69;38190,42;30950,68;38431,59;42627,00;53855,46;28642,26;28426,99;34891,24;29830,23;41893,99;40728,82;57013,33;40550,24;47411,04;36691,00;31226,75;43487,63;34939,70;42124,59;33874,29;40106,15;29235,98;36423,88;54730,52;53463,94;35555,07;29058,15;34282,64;54333,96;76094,66;55492,22;34820,79;6905796,63
"355150 Serrana";68376,46;70999,97;72452,24;82754,75;104945,03;74443,55;91066,46;92734,50;90550,45;102528,55;94972,91;65962,12;75393,44;72179,33;90760,65;95511,56;104545,63;111469,57;100835,21;106328,05;110737,16;92909,03;97991,36;74045,47;81260,39;71161,06;93660,58;114613,23;91488,38;113550,01;72433,36;66213,41;86855,82;79184,08;85747,13;91199,93;76769,43;78825,52;93755,45;95915,02;100519,57;92729,94;72333,19;82421,44;80758,12;77200,53;74808,80;74113,01;58098,63;77902,18;78645,35;93651,53;88496,87;82455,35;92528,93;95281,13;106948,59;90897,64;82164,80;75101,91;66387,20;65961,05;76651,80;68722,38;78708,79;77322,69;69926,64;70938,45;80199,02;85053,04;77978,05;62790,97;61582,98;76768,54;61974,69;84426,76;80317,46;95721,17;71759,10;62793,54;61875,94;52509,61;67451,69;54147,08;57385,09;22554,29;58698,01;-;-;16065,47;20018,06;29419,56;25116,95;28005,86;45478,23;31025,62;26041,89;26837,80;34786,05;41590,11;26053,49;25457,06;31151,91;37885,81;28575,19;29825,60;42495,04;29351,93;31022,36;28325,24;28193,53;44019,77;35648,79;41305,43;23531,89;28235,22;31392,49;34705,54;27105,24;20377,43;23059,70;25147,68;31365,38;35143,81;27066,72;37682,59;30962,44;31337,28;36709,42;36424,79;35401,09;34756,49;27805,47;26844,76;28445,29;29997,94;58662,76;52426,81;66480,00;94985,16;110631,59;140055,60;168306,36;150421,45;221208,40;216767,28;173073,11;108230,19;149548,20;165984,24;226697,94;272879,30;347587,92;349608,20;274066,94;291197,81;332333,16;357738,02;425395,33;13266270,97
"355170 Sertãozinho";196272,03;295512,69;254309,55;239253,17;293586,57;308278,51;310206,79;297806,86;309617,18;302041,16;308496,82;361017,59;332972,54;425409,12;431616,11;412149,78;524863,84;414330,93;618823,45;496133,49;578543,09;594940,90;453711,48;497189,42;539643,29;447356,35;462035,21;430835,26;466611,40;455248,79;518901,11;525347,85;619350,83;420117,97;448123,24;501607,59;404597,93;517371,66;374190,92;532086,13;534309,19;520107,38;486785,73;607565,16;493948,20;527884,07;463152,88;496431,93;388026,32;591075,19;455408,53;544122,67;665350,65;521930,52;619056,34;586529,01;537660,12;418585,25;492153,42;333389,97;503831,26;413684,18;617138,09;547521,89;579504,31;577143,35;563814,78;648708,06;518308,99;593121,58;524564,89;463135,32;506534,24;568713,98;562024,93;528260,64;702483,99;598656,72;627302,34;624580,56;494777,45;694438,59;573641,48;674888,58;641469,73;707582,21;708412,27;727018,80;605803,89;644596,06;739891,16;827269,75;582946,07;661492,97;657548,79;786553,99;729125,01;564327,51;721592,12;651650,09;636933,24;636274,68;686852,42;683496,85;604453,64;735613,39;732756,09;634299,63;596331,43;603836,52;735069,23;734445,56;779163,19;751575,44;777971,33;708758,62;674851,47;775823,54;706582,88;753415,91;576867,75;676962,16;780177,53;815644,38;705310,96;738158,18;654692,33;733696,62;666908,37;726276,54;733405,35;664023,18;680339,84;741157,48;706945,90;732845,84;788853,59;654002,48;742615,46;684894,68;698591,80;804192,57;650537,92;730567,17;805044,83;761391,96;727493,25;481075,45;697484,89;647441,14;718478,67;822777,09;1170516,65;753440,44;836687,08;853776,78;977876,01;777558,43;-;93935257,56
"355200 Silveiras";2345,70;1562,40;2156,95;2296,68;1885,43;2610,60;3267,80;870,78;2488,91;2238,94;3820,51;3617,80;2237,99;674,48;1117,16;731,04;2575,95;2980,98;2510,48;5013,41;384,39;2633,62;1620,79;7247,58;1213,35;446,78;3764,31;4633,22;783,99;799,68;3795,39;4827,08;4493,02;2813,83;1485,40;1609,45;735,88;261,18;3472,55;3961,14;2986,83;4401,32;2653,07;5076,09;1926,23;4022,15;4659,66;3189,81;2600,77;3786,46;2112,38;1942,27;1033,16;5118,10;2618,01;5907,22;4700,04;4495,32;479,19;2127,50;585,24;1589,10;2871,06;1038,38;2525,71;1483,82;4788,33;4963,07;1642,68;3375,15;2525,52;5545,78;2206,38;2748,93;602,48;2011,25;2833,30;3477,93;2133,02;5870,36;3184,80;1145,95;3156,40;2469,68;401,25;1812,29;2297,68;5405,48;805,11;6298,22;1284,66;2690,35;2718,66;1201,68;2016,52;1961,26;4115,96;2418,02;922,70;2671,08;3205,78;1057,56;3664,33;1128,83;712,29;968,55;582,42;2816,97;3198,52;1105,10;2690,45;3477,97;3461,88;1932,96;3541,77;218,68;2152,28;571,48;1527,64;1282,60;1269,07;1250,88;1983,96;287,76;779,78;2502,78;2129,22;2230,15;878,40;454,34;1312,17;1164,84;670,14;1909,14;1711,70;1405,96;1198,09;895,10;619,93;457,42;139,42;1580,20;1045,63;2683,25;322,48;218,68;1223,06;626,64;1066,90;-;44,22;318,98;-;842,38;1718,68;586,12;1164,84;680,06;-;346287,87
"355210 Socorro";50907,82;70680,98;71765,08;67461,61;72171,19;70696,32;69307,79;72348,71;71658,85;73691,13;70486,81;74406,13;76341,78;76700,76;72834,92;78835,76;81348,06;75446,10;77200,91;77504,22;81844,50;78404,45;71499,30;76791,14;73614,58;76064,57;72700,37;69598,46;70541,40;77249,75;74843,63;73517,16;67395,37;68073,78;69414,44;55731,12;56105,86;58533,80;64752,25;60278,43;26089,95;50450,13;54586,44;61587,65;54797,31;46253,67;62477,74;60547,39;48846,04;56320,90;56471,29;66478,27;65173,28;67015,52;58894,87;59580,95;61076,87;68065,72;57457,27;94508,17;44354,96;44209,00;62875,78;41802,24;69561,72;53149,80;39199,82;49318,60;70086,21;54426,47;50597,96;71857,21;67434,55;54657,13;76893,57;59911,08;68615,10;78353,90;75471,76;61758,54;68464,03;83822,06;79556,51;121434,41;43180,26;40492,38;60532,59;72788,83;83840,39;108089,91;47247,04;128053,31;69372,68;65015,55;83254,65;225092,74;59212,61;48335,29;77851,51;72195,26;93049,59;59990,57;76337,54;70863,81;9230,28;92349,77;42261,28;119881,22;46721,20;53154,51;22246,08;94386,41;98439,11;54353,20;75664,98;63885,84;79319,41;62003,71;83763,89;216195,17;51818,65;90224,77;76768,70;85372,09;105228,81;77737,07;87313,86;72858,22;59240,16;72172,09;67698,53;193687,77;44430,22;58349,79;100012,13;98984,42;45861,15;75701,19;128346,91;87719,09;52865,47;64399,58;70057,71;248981,61;56082,10;34501,43;72691,37;51496,68;69761,87;59839,81;59047,02;63857,44;72873,58;71272,66;68467,21;369538,40;42112,19;81867,74;70473,06;11731606,25
"355220 Sorocaba";2766780,27;3434935,56;4396092,29;5259366,16;4689802,31;5440078,98;5465402,31;5729889,00;4916091,40;5222070,59;4927310,66;4835258,18;5223265,14;4346640,93;5317915,77;4625369,86;4586108,89;4500440,97;4544833,55;5023170,19;4224841,04;4755127,77;5062186,76;4759921,46;4997830,31;4732141,26;4705866,43;5157380,05;4943152,77;4910623,45;4650969,79;5643858,66;5167634,90;4757990,45;4926587,39;4243997,74;5146429,97;4405747,41;4673748,44;4364134,05;4937987,48;4999508,97;5216683,23;5525777,15;5271530,11;5188298,66;5110851,46;5282177,44;5112322,90;4429996,80;5313394,30;5016963,82;6606985,92;5883704,74;5804840,52;5793770,41;4803088,55;5119166,21;4934334,22;5255721,14;5462120,89;4855589,26;4944606,23;5236508,89;5872166,26;5702372,97;5671730,71;5783381,25;5535608,83;5657845,51;5149350,90;4908381,91;5710493,90;5153390,91;4810035,03;4893482,88;5354705,36;5151058,95;5810546,42;4860211,45;5704384,86;5820961,14;4968609,32;4795532,21;4614365,51;4321869,62;4152670,37;4743917,68;4854292,32;5736670,27;5222264,99;5213140,01;4856410,48;4636116,48;4672097,39;5039850,78;4378675,04;4205464,07;4579689,67;4858938,74;4881872,40;5287851,47;5073201,04;5419424,40;4291921,90;4306890,39;4001313,57;3985930,41;3846698,69;4409520,00;4995145,33;4186533,81;5286049,51;4509920,81;4740518,54;4783703,32;4675166,69;4976818,49;4955169,32;5055172,30;4416311,19;5760601,54;4506378,74;5628356,79;4825657,03;5798124,10;5012662,25;5921517,33;4666960,78;5282957,36;5134016,74;5415322,30;5247737,69;5756050,66;6812937,92;7371383,49;5914353,21;5343379,19;5593819,86;6095946,76;6557900,76;6350206,58;6360438,95;6809985,78;5992797,41;6494696,54;6391417,64;5798821,23;5890889,64;6601909,24;7904332,93;8464155,21;7740873,82;7553631,75;6071481,97;5997427,13;6224090,89;6689521,52;6781285,47;831836768,38
